,index,club,id,first_name,last_name,country,real_position,jersey_num,birth_date,weight,height
293,298,Lyon,p37852,Mathieu,Valbuena,France,Attacking Midfielder,28,1984-09-28,58,167
294,299,Lyon,p203349,Lucas,Tousart,France,Central Midfielder,29,1997-04-29,83,185
295,300,Lyon,p71389,Maciej,Rybus,Poland,Wing Back,31,1989-08-19,75,173
296,301,Lyon,p219873,Romain,Del Castillo,France,Unknown,39,1996-03-29,60,172
297,302,Lyon,p59966,Alexandre,Lacazette,France,Striker,10,1991-05-28,73,175
298,303,Lyon,p106824,Memphis,Depay,Netherlands,Winger,11,1994-02-13,78,176
299,304,Lyon,p208556,Myziane,Maolida,France,Striker,17,1999-02-14,70,180
300,305,Lyon,p166552,Nabil,Fekir,France,Second Striker,18,1993-07-18,72,173
301,306,Lyon,p231747,Jean-Philippe,Mateta,France,Striker,19,1997-06-28,84,192
302,307,Lyon,p220560,Gaetan,Perrin,France,Striker,22,1996-06-07,63,169
303,308,Lyon,p213401,Aldo,Kalulu,France,Unknown,26,1996-01-21,66,166
304,309,Lyon,p149519,Maxwel,Cornet,Côte d'Ivoire,Second Striker,27,1996-09-27,69,179
305,310,Lyon,p240084,Alan,Dzabana,France,Unknown,46,1997-03-25,71,171
306,311,Marseille,p107254,Julien,Fabri,France,Goalkeeper,Unknown,1994-02-05,75,183
307,312,Marseille,p102836,Brice,Samba,France,Goalkeeper,1,1994-04-25,79,186
308,313,Marseille,p37769,Yohann,Pelé,France,Goalkeeper,16,1982-11-04,89,196
309,314,Marseille,p208134,Florian,Escales,France,Goalkeeper,40,1996-02-03,78,184
310,315,Marseille,p216289,Brice,Nlate,Cameroon,Unknown,Unknown,1995-10-08,83,186
311,316,Marseille,p107259,Baptiste,Aloe,France,Central Defender,Unknown,1994-06-29,77,184
312,317,Marseille,p194142,Stephane,Sparagna,France,Unknown,Unknown,1995-02-17,83,186
313,318,Marseille,p132227,Gaël,Andonian,Armenia,Full Back,Unknown,1995-02-07,74,185
314,319,Marseille,p109404,Hiroki,Sakai,Japan,Full Back,2,1990-04-12,70,183
315,320,Marseille,p116736,Matheus,Doria Macedo,Brazil,Central Defender,3,1994-11-08,82,189
316,321,Marseille,p103040,Karim,Rekik,Netherlands,Central Defender,4,1994-12-02,84,186
317,322,Marseille,p39294,Rolando Jorge,Pires da Fonseca,Portugal,Central Defender,6,1985-08-31,77,189
318,323,Marseille,p44324,Henri,Bedimo,Cameroon,Full Back,12,1984-06-04,80,180
319,324,Marseille,p102760,Bouna,Sarr,France,Full Back,17,1992-01-31,65,177
320,325,Marseille,p14075,Patrice,Evra,France,Full Back,21,1981-05-15,75,174
321,326,Marseille,p13356,Rod,Fanni,France,Full Back,24,1981-12-06,78,186
322,327,Marseille,p49181,Tomas,Hubocan,Slovakia,Central Defender,25,1985-09-17,70,184
323,328,Marseille,p202416,Alphousseyni,Sane,France,Central Defender,34,1996-01-17,68,174
324,329,Marseille,p226944,Boubacar,Kamara,France,Defensive Midfielder,4,1999-11-23,68,178
325,330,Marseille,p121117,Lucas,Ocampos,Argentina,Attacking Midfielder,5,1994-07-11,84,187
326,331,Marseille,p28566,Vassiriki,Abou Diaby,France,Central Midfielder,5,1986-05-11,75,191
327,332,Marseille,p66957,Rémy,Cabella,France,Attacking Midfielder,7,1990-03-08,68,171
328,333,Marseille,p122775,Morgan,Sanson,France,Attacking Midfielder,8,1994-08-18,73,180
329,334,Marseille,p37901,Dimitri,Payet,France,Attacking Midfielder,10,1987-03-29,77,175
330,335,Marseille,p40815,William,Vainqueur,France,Defensive Midfielder,19,1988-11-19,73,179
331,336,Marseille,p56995,Grégory,Sertic,France,Defensive Midfielder,22,1989-08-05,76,183
332,337,Marseille,p210415,Zinedine,Machach,France,Central Midfielder,23,1996-01-05,77,185
333,338,Marseille,p169427,Saif-Eddine,Khaoui,Tunisia,Attacking Midfielder,24,1995-04-27,68,180
334,339,Marseille,p175077,Bill Poni,Tuiloma,New Zealand,Central Midfielder,25,1995-03-27,78,178
335,340,Marseille,p95434,Florian,Thauvin,France,Attacking Midfielder,26,1993-01-26,70,179
336,341,Marseille,p213965,Maxime,Lopez,France,Attacking Midfielder,27,1997-12-04,58,167
337,342,Marseille,p203325,André-Frank,Zambo Anguissa,Cameroon,Central Midfielder,29,1995-11-16,78,184
338,343,Marseille,p145212,Clinton,N'Jie,Cameroon,Second Striker,14,1993-08-15,68,175
339,344,Marseille,p37998,Bafétimbi,Gomis,France,Striker,18,1985-08-06,77,184
340,345,Marseille,p185727,Aaron,Leya Iseka,Belgium,Striker,22,1997-11-15,85,182
341,346,Marseille,p221456,Antoine,Rabillard,France,Unknown,28,1995-09-22,76,181
342,347,Marseille,p194300,Jérémie,Porsan-Clemente,France,Striker,32,1997-12-16,69,179
343,348,Metz,p165457,Thomas,Didillon,France,Goalkeeper,1,1995-11-28,84,193
344,349,Metz,p19739,Eiji,Kawashima,Japan,Goalkeeper,16,1983-03-20,74,185
345,350,Metz,p83280,David,Oberhauser,France,Goalkeeper,30,1990-11-29,82,186
346,351,Metz,p242205,Lemouya,Goudiaby,France,Central Defender,Unknown,1997-01-09,70,175
347,352,Metz,p423869,Theodore,Efouba Ayissi,France,Central Defender,Unknown,1997-05-05,75,184
348,353,Metz,p219145,Oumar,Gonzalez,France,Central Defender,Unknown,1998-02-25,84,186
349,354,Metz,p193518,Mederic,Deher,France,Unknown,Unknown,1994-10-11,78,184
350,355,Metz,p221987,Matthieu,Udol,France,Full Back,3,1996-03-20,74,178
351,356,Metz,p61678,Fallou,Diagne,Senegal,Central Defender,3,1989-08-14,75,185
352,357,Metz,p133633,Guido,Milán,Argentina,Central Defender,5,1987-07-03,93,193
353,358,Metz,p39490,Milan,Bisevac,Serbia,Central Defender,6,1983-08-31,81,185
354,359,Metz,p108988,Simon,Falette,Guinea,Central Defender,6,1992-02-19,89,184
355,360,Metz,p12400,Franck,Signorino,France,Full Back,13,1981-09-19,67,176
356,361,Metz,p232181,Vahid,Selimovic,Serbia,Central Defender,15,1997-04-03,75,190
357,362,Metz,p233469,Nicolas,Basin,France,Full Back,22,1998-07-22,Unknown,182
358,363,Metz,p116692,Chris,Philipps,Luxembourg,Central Defender,23,1994-03-08,80,182
359,364,Metz,p97624,Iván,Balliu,Albania,Full Back,25,1992-01-01,63,172
360,365,Metz,p80800,Jonathan,Rivierez,France,Full Back,28,1989-05-18,82,181
361,366,Metz,p28146,Benoit,Assou-Ekotto,Cameroon,Full Back,32,1984-03-24,70,178
362,367,Metz,p167454,Hamza,Sakhi,Morocco,Attacking Midfielder,Unknown,1996-06-07,68,173
363,368,Metz,p421128,Boris,Mathis,France,Unknown,Unknown,1997-08-15,Unknown,Unknown
364,369,Metz,p158771,Janis,Ikaunieks,Latvia,Unknown,Unknown,1995-02-16,73,183
365,370,Metz,p214255,Lucas,Toussaint,France,Defensive Midfielder,Unknown,1996-03-29,79,185
366,371,Metz,p244490,Youssef,Maziz,France,Central Midfielder,Unknown,1998-06-24,Unknown,175
367,372,Metz,p44379,Yann,Jouffre,France,Winger,8,1984-07-23,74,176
368,373,Metz,p232182,Gauthier,Hein,France,Winger,8,1996-08-07,62,170
369,374,Metz,p78323,Cheick,Doukouré,Côte d'Ivoire,Central Midfielder,10,1992-09-11,82,180
370,375,Metz,p124148,Opa,Nguette,Senegal,Winger,11,1994-07-08,73,181
371,376,Metz,p43455,Georges,Mandjeck,Cameroon,Central Midfielder,14,1988-12-09,75,183
372,377,Metz,p225190,Vincent,Thill,Luxembourg,Attacking Midfielder,18,2000-02-04,69,170
373,378,Metz,p116627,Florent,Mollet,France,Central Midfielder,19,1991-11-19,67,174
374,379,Metz,p232184,Alexis,Larriere,France,Unknown,20,1997-03-20,76,180
375,380,Metz,p37743,Kévin,Lejeune,France,Winger,22,1985-01-22,81,181
376,381,Metz,p37765,Renaud,Cohade,France,Attacking Midfielder,24,1984-09-29,74,180
377,382,Metz,p232185,Ismaila,Sarr,Senegal,Winger,26,1998-02-25,76,185
378,383,Metz,p19510,Mevlüt,Erdinc,Turkey,Striker,9,1987-02-25,85,181
379,384,Metz,p111315,Thibaut,Vion,France,Striker,15,1993-12-11,81,185
380,385,Metz,p33103,Cheick,Diabaté,Mali,Striker,18,1988-04-25,88,194
381,386,Metz,p214254,Habib,Diallo,Senegal,Striker,20,1995-06-18,75,185
382,387,Monaco,p60582,Danijel,Subasic,Croatia,Goalkeeper,1,1984-10-27,84,191
383,388,Monaco,p7446,Morgan,De Sanctis,Italy,Goalkeeper,16,1977-03-26,86,190
384,389,Monaco,p192291,Seydou,Sy,Senegal,Goalkeeper,30,1995-12-12,80,192
385,390,Monaco,p218389,Loic,Badiashile,France,Goalkeeper,40,1998-02-05,80,186
386,391,Monaco,p209853,Dinis Costa,Lima Almeida,Portugal,Central Defender,Unknown,1995-06-28,72,190
387,392,Monaco,p422230,Kouadio,Dabila,Côte d'Ivoire,Central Defender,Unknown,1997-01-01,Unknown,183
388,393,Monaco,p49272,Elderson,Echiéjilé,Nigeria,Full Back,Unknown,1988-01-20,76,184
389,394,Monaco,p240132,Safwan,Mbae,France,Central Defender,Unknown,1997-04-20,63,181
390,395,Monaco,p210133,Raphael,Diarra,France,Unknown,Unknown,1995-05-27,76,185
391,396,Monaco,p162654,Jemerson,de Jesus Nascimento,Brazil,Central Defender,5,1992-08-24,77,184
392,397,Monaco,p218796,Kevin,N'Doram,France,Central Defender,6,1996-01-22,77,185
393,398,Monaco,p181978,Jorge Marco,de Oliveira Moraes,Brazil,Full Back,6,1996-03-28,70,184
394,399,Monaco,p102747,Djibril,Sidibe,France,Full Back,19,1992-07-29,71,182
395,400,Monaco,p102826,Benjamin,Mendy,France,Full Back,23,1994-07-17,85,185
396,401,Monaco,p232191,Pierre-Daniel,N'Guinda N'Diffon,France,Full Back,23,1996-06-18,80,184
397,402,Monaco,p15930,Andrea,Raggi,Italy,Central Defender,24,1984-06-24,82,187
398,403,Monaco,p71403,Kamil,Glik,Poland,Central Defender,25,1988-02-03,80,190
399,404,Monaco,p178478,Abdou,Diallo,France,Unknown,34,1996-05-04,79,186
400,405,Monaco,p216925,Mehdi,Beneddine,France,Full Back,36,1996-02-26,67,177
401,406,Monaco,p192292,Almamy,Touré,Mali,Full Back,38,1996-04-28,72,183
402,407,Monaco,p219422,Yhoan,Andzouana,Congo,Central Midfielder,Unknown,1996-12-13,69,177
403,408,Monaco,p240136,Tristan,Muyumba Nkita,France,Defensive Midfielder,Unknown,1997-03-07,Unknown,165
404,409,Monaco,p216054,Rúben Gonçalo,Silva Nascimento Vinagre,Portugal,Unknown,Unknown,1999-04-09,64,174
405,410,Monaco,p247116,Dylan,Beaulieu,France,Attacking Midfielder,Unknown,1997-03-05,52,179
406,411,Monaco,p222438,Corentin,Tirard,France,Winger,Unknown,1995-10-18,69,174
407,412,Monaco,p116643,Fabio Henrique,Tavares,Brazil,Defensive Midfielder,2,1993-10-23,78,188
408,413,Monaco,p54930,Nabil,Dirar,Morocco,Attacking Midfielder,7,1986-02-25,79,187
409,416,Monaco,p19624,João Filipe Iria,Santos Moutinho,Portugal,Attacking Midfielder,8,1986-09-08,61,170
410,417,Monaco,p165809,Bernardo Mota,Veiga de Carvalho e Silva,Portugal,Attacking Midfielder,10,1994-08-10,64,173
411,418,Monaco,p198065,Adama,Traoré,Mali,Central Midfielder,11,1995-06-28,72,180
412,419,Monaco,p169102,Tiemoué,Bakayoko,France,Defensive Midfielder,14,1994-08-17,77,185
413,420,Monaco,p214472,Youssef,Aït Bennasser,Morocco,Defensive Midfielder,15,1996-07-07,75,184
414,421,Monaco,p172987,Gabriel,Boschilia,Brazil,Attacking Midfielder,26,1996-03-05,63,172
415,422,Monaco,p167449,Thomas,Lemar,France,Attacking Midfielder,27,1995-11-12,62,171
416,423,Monaco,p219230,Gil,Bastião Dias,Portugal,Attacking Midfielder,31,1996-09-28,75,183
417,424,Monaco,p213967,Jonathan,Mexique,France,Unknown,44,1995-03-10,74,175
418,425,Monaco,p221652,Mohamed Ilyes,Chaibi,France,Striker,Unknown,1996-10-12,65,176
419,426,Monaco,p240146,Adrien,Bongiovanni,Belgium,Striker,Unknown,1999-09-20,Unknown,170
420,427,Monaco,p56345,Lacina,Traoré,Côte d'Ivoire,Striker,Unknown,1990-05-20,87,203
421,428,Monaco,p48847,Radamel,Falcao,Colombia,Striker,9,1986-02-10,72,177
422,429,Monaco,p220160,Kylian,Mbappé,France,Striker,10,1998-12-20,73,178
423,430,Monaco,p98914,Guido,Carrillo,Argentina,Striker,11,1991-05-25,87,191
424,431,Monaco,p97041,Valère,Germain,France,Second Striker,18,1990-04-17,73,180
425,432,Monaco,p126177,Corentin,Jean,France,Striker,28,1995-07-15,65,170
426,433,Monaco,p240145,Irvin,Cardona,France,Unknown,37,1997-08-08,77,185
427,434,Montpellier,p9999,Laurent,Pionnier,France,Goalkeeper,1,1982-05-24,77,183
428,435,Montpellier,p209218,Dimitry,Bertaud,France,Goalkeeper,16,1998-06-06,85,180
429,436,Montpellier,p44476,Geoffrey,Jourdren,France,Goalkeeper,16,1986-02-04,85,183
430,437,Montpellier,p86598,Jonathan,Ligali,France,Goalkeeper,30,1991-05-28,86,184
431,438,Montpellier,p185473,Mamadou,N'Diaye,Senegal,Unknown,2,1995-05-28,62,174
432,439,Montpellier,p38002,Daniel,Congré,France,Central Defender,3,1985-04-05,80,185
433,440,Montpellier,p28136,Vitorino Hilton,Da Silva,Brazil,Central Defender,4,1977-09-13,78,180
434,441,Montpellier,p170443,Lukas,Pokorny,Czech Republic,Central Defender,12,1993-07-05,83,190
435,442,Montpellier,p245750,Bryan,Passi,France,Central Defender,15,1997-08-05,78,189
436,443,Montpellier,p57263,William,Remy,France,Central Defender,21,1991-04-04,79,184
437,444,Montpellier,p200834,Nordi,Mukiele,France,Central Defender,23,1997-11-01,74,185
438,445,Montpellier,p93289,Jérôme,Roussillon,France,Full Back,24,1993-01-06,80,175
439,446,Montpellier,p89518,Mathieu,Deplagne,France,Full Back,25,1991-10-01,78,183
440,447,Montpellier,p235862,Morgan,Poaty,France,Central Defender,26,1997-07-15,73,177
441,448,Montpellier,p40682,Cédric,Mongongu,Congo DR,Central Defender,27,1989-06-22,82,188
442,449,Montpellier,p244181,Alexandre,Llovet,France,Unknown,Unknown,1997-11-26,63,172
443,450,Montpellier,p90255,Yacouba,Sylla,Mali,Central Midfielder,5,1990-11-29,79,184
444,451,Montpellier,p37831,Joris,Marveaux,France,Defensive Midfielder,6,1982-08-15,72,179
445,452,Montpellier,p72177,Paul,Lasne,France,Central Midfielder,7,1989-01-16,77,186
446,453,Montpellier,p55264,Ryad,Boudebouz,Algeria,Winger,10,1990-02-19,70,177
447,454,Montpellier,p204454,Isaac,Mbenza,Belgium,Winger,10,1996-03-08,77,187
448,455,Montpellier,p199672,Nanitamo Jonathan,Ikone,France,Unknown,11,1998-05-02,67,175
449,456,Montpellier,p195430,Ellyes,Skhiri,Tunisia,Defensive Midfielder,13,1995-05-10,73,185
450,457,Montpellier,p219107,Pierrick,Fito,France,Unknown,17,1996-06-01,75,175
451,458,Montpellier,p228361,Keagan,Dolly,South Africa,Winger,20,1993-01-22,70,170
452,459,Montpellier,p219079,Killian,Sanson,France,Central Midfielder,22,1997-06-07,64,173
453,460,Montpellier,p34392,Stéphane,Sessegnon,Benin,Attacking Midfielder,28,1984-06-01,72,172
454,462,Montpellier,p169141,Steve,Mounie,Benin,Striker,15,1994-09-29,83,190
455,463,Montpellier,p10955,Souleymane,Camara,Senegal,Striker,19,1982-12-22,75,174
456,464,Montpellier,p216438,Rodrigue Casimir,Ninga,Chad,Winger,29,1993-05-17,81,186
457,465,Nancy,p63600,Sergey,Chernik,Belarus,Goalkeeper,1,1988-07-20,84,187
458,466,Nancy,p38816,Guy,NDy Assembe,Cameroon,Goalkeeper,16,1986-02-28,88,185
459,467,Nancy,p174598,Alexandre,Menay,France,Goalkeeper,30,1996-07-05,76,186
460,468,Nancy,p152337,Tobias,Badila,Congo,Full Back,3,1993-05-12,80,181
461,469,Nancy,p170034,Modou,Diagne,Senegal,Central Defender,4,1994-01-03,74,188
462,470,Nancy,p247120,Ryan,Bidounga,France,Central Defender,5,1997-04-29,83,185
463,471,Nancy,p80799,Joffrey,Cuffaut,France,Full Back,14,1988-03-15,74,180
464,472,Nancy,p49169,Michael Basser,Chretien,Morocco,Full Back,20,1984-07-10,70,179
465,473,Nancy,p169586,Erick,Cabaco,N/A,Central Defender,24,1995-04-19,84,185
466,474,Nancy,p43024,Vincent,Muratori,France,Full Back,26,1987-08-03,71,179
467,475,Nancy,p54911,Julien,Cetout,France,Full Back,28,1988-01-02,78,181
468,476,Nancy,p8742,Alou,Diarra,France,Defensive Midfielder,5,1981-07-15,79,190
469,478,Nancy,p38008,Antony,Robic,France,Winger,7,1986-03-05,77,181
470,479,Nancy,p209874,Vincent,Marchetti,France,Defensive Midfielder,8,1997-07-04,70,181
471,480,Nancy,p422474,Amine,Bassi,France,Attacking Midfielder,10,1997-11-27,65,173
472,481,Nancy,p210460,Serge,N'Guessan,Côte d'Ivoire,Central Midfielder,13,1994-07-31,65,165
473,482,Nancy,p214473,Christ-Emmanuel Faitout,Maouassa,France,Unknown,17,1998-07-06,73,170
474,483,Nancy,p49275,Diallo,Guidileye,Mauritania,Defensive Midfielder,18,1989-12-30,80,181
475,484,Nancy,p93498,Loïc,Puyo,France,Winger,19,1988-12-19,77,182
476,485,Nancy,p9980,Benoit,Pedretti,France,Central Midfielder,25,1980-11-12,71,178
477,486,Nancy,p162315,Alexis,Busin,France,Winger,27,1995-09-07,65,175
478,487,Nancy,p51327,Maurice Junior,Dalé,France,Striker,9,1985-07-12,81,186
479,488,Nancy,p39379,Issiar,Dia,Senegal,Winger,10,1987-06-08,73,172
480,489,Nancy,p154022,Karim,Coulibaly,France,Winger,11,1993-06-03,80,184
481,490,Nancy,p44314,Christophe,Mandanne,France,Striker,12,1985-02-07,62,171
482,491,Nancy,p205551,Yann,Mabella,France,Striker,14,1996-02-22,80,183
483,492,Nancy,p27670,Youssouf,Hadji,Morocco,Striker,15,1980-02-25,77,183
484,493,Nancy,p97290,Anthony,Koura,Burkina Faso,Striker,23,1993-05-06,70,173
485,494,Nantes,p37838,Rémy,Riou,France,Goalkeeper,1,1987-08-06,81,191
486,495,Nantes,p97288,Maxime,Dupé,France,Goalkeeper,1,1993-03-04,87,186
487,496,Nantes,p216610,Alexandre,Olliero,France,Goalkeeper,16,1996-02-15,85,193
488,497,Nantes,p220110,Quentin,Braat,France,Goalkeeper,40,1997-07-06,85,193
489,498,Nantes,p135285,David,Alcibiade,France,Unknown,2,1991-09-26,72,174
490,499,Nantes,p165659,Diego Carlos,Santos Silva,Brazil,Central Defender,3,1993-03-15,79,185
491,500,Nantes,p33946,Oswaldo,Vizcarrondo,Venezuela,Central Defender,4,1984-05-31,85,191
492,501,Nantes,p102766,Koffi,Djidji,Côte d'Ivoire,Full Back,5,1992-11-30,71,184
493,502,Nantes,p116536,Lucas Pedro,Alves de Lima,Brazil,Full Back,6,1991-10-10,72,178
494,503,Nantes,p49381,Wilfried,Moimbé,France,Full Back,13,1988-10-18,67,172
495,504,Nantes,p183779,Léo,Dubois,France,Full Back,15,1994-09-14,65,178
496,505,Nantes,p215046,Enock,Kwateng,France,Full Back,25,1997-04-09,75,183
497,506,Nantes,p200722,Anthony,Walongwa,Congo DR,Central Defender,26,1993-10-15,81,182
498,507,Nantes,p119735,Jules,Iloki,France,Winger,7,1992-01-14,69,172
499,508,Nantes,p115961,Adrien,Thomasson,France,Central Midfielder,8,1993-12-10,72,177
500,509,Nantes,p42518,Alexander,Kacaniklic,Sweden,Winger,11,1991-08-13,72,181
501,510,Nantes,p229608,Amine,Harit,Morocco,Attacking Midfielder,14,1997-06-18,67,180
502,511,Nantes,p247693,Randal,Kolo Muani,France,Unknown,15,1998-12-05,73,187
503,512,Nantes,p158496,Abdoulaye,Touré,France,Defensive Midfielder,19,1994-03-03,88,186
504,513,Nantes,p78638,Sérgio Miguel,Relvas de Oliveira,Portugal,Winger,23,1992-06-02,72,181
505,514,Nantes,p218666,Alexis Alegue,Elandi,Cameroon,Winger,24,1996-12-23,68,175
506,515,Nantes,p42586,Guillaume,Gillet,Belgium,Defensive Midfielder,27,1984-03-09,79,186
507,516,Nantes,p193539,Valentin,Rongier,France,Defensive Midfielder,28,1994-12-07,70,172
508,517,Nantes,p103124,Emiliano,Sala,Argentina,Striker,9,1990-10-31,75,187
509,518,Nantes,p193409,Yacine,Bammou,Morocco,Striker,10,1991-09-11,78,188
510,519,Nantes,p108143,Mariusz,Stepinski,Poland,Striker,18,1995-05-12,72,183
511,520,Nantes,p149695,Felipe,Pardo,Colombia,Second Striker,20,1990-08-17,84,178
512,521,Nantes,p85416,Prejuce,Nakoulma,Burkina Faso,Winger,22,1987-04-21,72,178
513,522,Nantes,p83758,Kolbeinn,Sigthorsson,Iceland,Striker,31,1990-03-14,84,186
514,523,Nice,p115357,Mouez,Hassen,Tunisia,Goalkeeper,1,1995-03-05,80,186
515,524,Nice,p27663,Simon,Pouplin,France,Goalkeeper,16,1985-05-28,78,187
516,525,Nice,p115851,Yoan,Cardinale,France,Goalkeeper,30,1994-03-27,84,181
517,526,Nice,p121709,Walter,Benítez,Argentina,Goalkeeper,40,1993-03-19,91,191
518,527,Nice,p78275,Arnaud,Souquet,France,Full Back,2,1992-02-12,72,180
519,528,Nice,p141109,Gautier,Lloris,France,Central Defender,3,1995-07-18,83,191
520,529,Nice,p37758,Paul,Baysse,France,Central Defender,4,1988-05-18,85,187
521,530,Nice,p232197,Patrick,Burner,France,Full Back,15,1996-04-11,65,170
522,531,Nice,p61739,Maxime,Le Marchand,France,Central Defender,20,1989-10-11,77,185
523,532,Nice,p111931,Ricardo Domingos,Barbosa Pereira,Portugal,Full Back,21,1993-10-06,70,175
524,533,Nice,p244560,Romain,Perraud,France,Full Back,22,1997-09-22,68,173
525,534,Nice,p204727,Malang,Sarr,France,Central Defender,23,1999-01-23,73,182
526,535,Nice,p204120,Olivier,Boscagli,France,Full Back,28,1997-11-18,68,181
527,536,Nice,p212752,Dalbert Henrique,Chagas Estevao,Brazil,Full Back,29,1993-09-08,70,181
528,537,Nice,p26894,Dante Bonfim,Costa Santos,Brazil,Central Defender,31,1983-10-18,89,188
529,538,Nice,p208560,Hicham,Mahou,France,Winger,Unknown,1999-07-02,64,177
530,539,Nice,p37974,Mounir,Obbadi,Morocco,Central Midfielder,Unknown,1983-04-04,65,172
531,540,Nice,p66959,Younès,Belhanda,Morocco,Attacking Midfielder,5,1990-02-25,78,177
532,541,Nice,p153649,Remi,Walter,France,Defensive Midfielder,6,1995-04-26,73,174
533,542,Nice,p170271,Jean Michael,Seri,Côte d'Ivoire,Defensive Midfielder,6,1991-07-19,65,168
534,543,Nice,p245496,Bassem,Srarfi,Tunisia,Winger,11,1997-06-25,71,176
535,544,Nice,p133747,Albert,Rafetraniaina,France,Defensive Midfielder,12,1996-09-09,66,176
536,545,Nice,p91070,Valentin,Eysseric,France,Attacking Midfielder,13,1992-03-25,73,181
537,546,Nice,p115370,Bryan,Constant,France,Attacking Midfielder,19,1994-03-27,76,183
538,547,Nice,p233498,Vincent,Marcel,France,Winger,19,1997-04-09,65,180
539,548,Nice,p193417,Arnaud,Lusamba,France,Attacking Midfielder,22,1997-01-04,74,179
540,549,Nice,p110903,Alexy,Bosetti,France,Winger,23,1993-04-23,65,170
541,550,Nice,p151873,Wylan,Cyprien,France,Central Midfielder,25,1995-01-28,75,180
542,551,Nice,p194141,Vincent,Koziello,France,Central Midfielder,26,1995-10-28,58,168
543,552,Nice,p172841,Said,Benrahma,Algeria,Unknown,Unknown,1995-08-10,67,172
544,553,Nice,p42493,Mario,Balotelli,Italy,Striker,9,1990-08-12,88,189
545,554,Nice,p83279,Mickael,Le Bihan,France,Striker,10,1990-05-16,80,184
546,555,Nice,p108168,Alassane,Pléa,France,Striker,14,1993-03-10,79,181
547,556,Nice,p204184,Anastasios,Donis,Greece,Second Striker,22,1996-08-29,76,178
548,557,Nice,p221626,Dorian,Caddy,France,Unknown,27,1995-03-20,87,186
549,558,Paris SG,p213199,Remy,Descamps,France,Goalkeeper,Unknown,1996-06-25,79,194
550,559,Paris SG,p84182,Alphonse,Areola,France,Goalkeeper,16,1993-02-27,88,195
551,560,Paris SG,p52482,Kevin,Trapp,Germany,Goalkeeper,30,1990-07-08,88,189
552,561,Paris SG,p21155,Salvatore,Sirigu,Italy,Goalkeeper,30,1987-01-12,80,192
553,563,Paris SG,p51090,Thiago Emiliano,da Silva,Brazil,Central Defender,2,1984-09-22,79,183
554,564,Paris SG,p129479,Presnel,Kimpembe,France,Central Defender,3,1995-08-13,71,189
555,565,Paris SG,p116406,Marcos,Aoas Correa,Brazil,Central Defender,5,1994-05-14,75,183
556,566,Paris SG,p93605,Thomas,Meunier,Belgium,Full Back,12,1991-09-12,88,190
557,567,Paris SG,p9809,Maxwell,Scherrer Cabelino Andrade,Brazil,Full Back,17,1981-08-27,73,176
558,568,Paris SG,p80226,Serge,Aurier,Côte d'Ivoire,Full Back,19,1992-12-24,76,176
559,569,Paris SG,p89068,Layvin,Kurzawa,France,Full Back,20,1992-09-04,74,182
560,570,Paris SG,p102660,Kevin,Rimane,France,Unknown,32,1991-02-23,Unknown,181
561,571,Paris SG,p199663,Alec,Georgen,France,Unknown,39,1998-09-17,65,172
562,572,Paris SG,p423151,Gaëtan,Robail,France,Unknown,Unknown,1994-01-09,Unknown,182
563,573,Paris SG,p172984,Gustavo,Hebling,Brazil,Unknown,Unknown,1996-04-05,64,175
564,575,Paris SG,p212950,Lorenzo,Callegari,France,Unknown,Unknown,1998-02-27,71,174
565,576,Paris SG,p73494,Grzegorz,Krychowiak,Poland,Defensive Midfielder,4,1990-01-29,83,186
566,577,Paris SG,p61170,Marco,Verratti,Italy,Central Midfielder,6,1992-11-05,60,165
567,578,Paris SG,p95715,Lucas,Rodrigues Moura da Silva,Brazil,Winger,7,1992-08-13,72,172
568,579,Paris SG,p11527,Thiago,Motta,Italy,Central Midfielder,8,1982-08-28,83,187
569,580,Paris SG,p46497,Ángel,Di María,Argentina,Attacking Midfielder,11,1988-02-14,75,180
570,581,Paris SG,p37971,Blaise,Matuidi,France,Defensive Midfielder,14,1987-04-09,75,180
571,582,Paris SG,p200826,Giovani,Lo Celso,Argentina,Attacking Midfielder,18,1996-04-09,68,177
572,583,Paris SG,p18753,Hatem,Ben Arfa,France,Attacking Midfielder,21,1987-03-07,65,178
573,584,Paris SG,p92985,Julian,Draxler,Germany,Attacking Midfielder,23,1993-09-20,72,187
574,585,Paris SG,p213198,Christopher,Nkunku,France,Winger,24,1997-11-14,68,178
575,586,Paris SG,p120743,Adrien,Rabiot,France,Central Midfielder,25,1995-04-03,71,188
576,587,Paris SG,p54782,Javier,Pastore,Argentina,Attacking Midfielder,27,1989-06-20,78,187
577,588,Paris SG,p225903,Antoine,Bernede,France,Unknown,28,1999-05-26,74,177
578,589,Paris SG,p198523,Jean-Kévin,Augustin,France,Unknown,29,1997-06-16,69,177
579,590,Paris SG,p93496,Jean-Christophe,Bahebeck,France,Striker,Unknown,1993-05-01,76,182
580,591,Paris SG,p199670,Odsonne,Edouard,France,Striker,Unknown,1998-01-16,83,187
581,592,Paris SG,p181284,Gonçalo Manuel,Ganchinho Guedes,Portugal,Winger,Unknown,1996-11-29,68,179
582,593,Paris SG,p93127,Jesé,Rodríguez Ruiz,Spain,Winger,Unknown,1993-02-26,72,178
583,594,Paris SG,p40720,Edinson,Cavani,Uruguay,Striker,9,1987-02-14,71,184
584,595,Rennes,p42713,Benoit,Costil,France,Goalkeeper,1,1987-07-03,88,187
